id,img_warm,img_cool,img_low_res,img_mid_res,img_high_res,img_bright_low,img_bright_medium,img_bright_high,img_bright_very_high,img_bedroom,img_kitchen,img_bathroom,img_living_room,img_dining_room,img_balcony,img_not_a_room
1273783554392885464,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1273797213057314482,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1274328626997658010,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1274465135327312722,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1274468896486253227,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1275233289336207957,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1275847616810117365,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1275862030852162908,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1276043780061080579,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1276159449587724003,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1276217706535926448,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1276628163329038844,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1277372432144743091,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1277440597342108977,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1277453701862178594,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1278033670954613557,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1278275471454253067,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1278793859108780137,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1278801843701262967,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1278901967046156252,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1279597900723148442,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1279875835439593543,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1280206315369104643,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1280400042748359211,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1280571997893339872,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1280898505507896084,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1281093282446210815,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1281220532544037583,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1281665859838211615,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1281720817745596341,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1281953897647743152,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1281981228515412004,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1282502355497950490,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1282614029089186836,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1283887354850727644,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1283920933095295472,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1284857954914443086,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1284882990392692509,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1285248318965790400,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1285606936325344555,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1286241085173689607,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1286406117644094061,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1286820576208213899,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1286840181386184688,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1286946136990752805,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1288497363818296252,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1288946275227872594,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1289013987000409435,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1289044737795781361,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1289044913126140320,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1289210191583424112,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1289212746673856760,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1289227430738875005,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1289853251217098927,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1289981073544048680,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1290436150743846085,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1290534586904786123,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1290593032956780119,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1292028413782492743,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1292632887033484407,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1292704156746127955,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1292748568773414797,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1292846711382649370,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1292876956154908664,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1292921535547920542,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1293214548415910233,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1293329303077707160,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1293334069078128980,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1293334590320694732,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1293334609395692205,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1293334747984896221,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1293334945036607964,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1293357258723402219,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1295488488669819484,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1295601995558711207,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1296307024127704565,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1296510807840365567,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1296944813110970715,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1297000777004648173,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1297136802118903839,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1297618285421829337,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1297639417028671222,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1297703579271963982,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1297987387988520912,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1298486305961369147,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1298524457622324544,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1298548249113051238,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1298791262674249383,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1299146916812557947,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1299513022474517117,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1299528047906314763,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1299873190215170111,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1300244639419654486,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1300249066729897310,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1300251424318820405,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1300253646058256098,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1300587934909977541,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1300652661340149496,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1300768635499764926,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1301275744513472296,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1301398653774634837,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1302942262182425036,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1303031642370479186,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1303573617756432990,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1303574627952099936,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1303635483205883420,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1304251226111083657,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1304495276286185319,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1304640454956860244,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1305475108011068851,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1305860446528212074,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1306456003281867304,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1306510167587042083,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1306697212413838210,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1307160973916732791,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1307488330856409496,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1307739614148784627,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1307824536410188950,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1307832484013519813,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1307907526905453100,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1308125732638960501,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1308129707892504791,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1308529187541592023,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1308831708829710747,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1308853754484920222,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1309320948744279327,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1309325635812355460,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1309328963059519346,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1309349731938156690,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1309973424400210939,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1310189178985654288,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1310261926507984499,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1312299357422175473,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1313249968225434912,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1313665125781555294,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1313681447744550068,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1313883142214988642,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1313919886409208645,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1313986258559922316,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1315062659347900527,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1315077481770857390,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1315214386327569566,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1315473980222177077,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1316626210731588204,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1316655275903162847,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1316856168799731597,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1317380742121237077,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1318083846815132341,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1318269828981926338,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1318323163245351356,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1318391613206419412,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1319048865025322354,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1319792589937161227,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1320240249385023340,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1320296145680016999,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1320400513216976260,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1320428553363361835,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1321551761570599903,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1321644683249349181,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1322531113052005977,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1323220438980979090,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1324490915539709841,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1325397415355102768,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1325934463429806239,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1326729038019437522,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1326818778846960679,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1326880126386665767,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1326945037477241012,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1327477805632892291,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1327544569233007663,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1328938183950158728,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1329014944164431414,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1329855552299175446,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1330375980114115155,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1331763507204527664,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1332425038451258873,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1332504415003457787,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1332675714941315192,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1334112022272901523,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1334595573036914032,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1334677225813688372,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1335602329487245284,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1336040522275197601,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1336353466633867528,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1336372252946318366,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1336420642403904007,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1337646980716648721,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1337705878643821270,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1337816568385284298,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1339303547580021814,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1339701000308232065,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1339864124837650519,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1339947852456641324,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1340530302967372609,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1341824255368325164,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1342156243851073867,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1342500036982131917,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1342558991005427061,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1342763764052603035,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1343479195939302044,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1344920186166017998,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1345669215101017111,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1346001494246021531,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1346299772747671425,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1347073990097811303,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1347809518010202501,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1348646076492603202,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1350527828604790087,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1350581533714967664,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1350582994278425652,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1350861956424686197,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1351491033835163449,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1351498708966157329,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1352076430725072686,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1352903954239036344,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1352948466411891246,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1353200121618837641,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1353395167061536479,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1353628656688752238,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1354169465461187331,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1354296445335403893,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1354445983374065679,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1354529510269434340,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1355921340285309943,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1357419729644785249,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1357974785344683658,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1358115698581409461,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1358578801992935475,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1358586156577118346,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1359423692623086363,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1359428967893043040,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1359432976942088097,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1360063146226844833,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1360070869403703231,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1360787968218439510,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1360906226335802173,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1360995378855634706,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1361391062998732272,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1361791095169839197,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1362112889651199466,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1362942846740670505,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1363043981976397274,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1363105730255713136,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1363118252821711324,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1363123836100303672,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1363153332347773452,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1363861637841922275,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1363877840885527153,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1363893971639433510,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1363898778654119880,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1364273648126264444,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1364659189895213796,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1365056768686321024,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1365104817512800676,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1365357614313585449,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1366545843850455084,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1366705754236778230,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1368032974132046077,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1368050595485570448,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1369486106552244167,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1370138880849773552,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1370146636721017881,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1370240299487808682,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1370437706415503260,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1371789365914699761,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1373311014737032522,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1373784741107463085,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1373870355582342233,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1374556759476632890,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1374726014809639332,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1375267449659458242,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1375309339247955088,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1375451893621300785,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1375468320319586238,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1376010274828848841,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1376857390940967996,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1378158002336457754,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1378262896135608660,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1378266681715630486,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1378270592999722502,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1378291599251756003,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1379003257424531826,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1379015118243256820,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1379462276258429025,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1380322164228052613,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1380545382269072568,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1380964189348525015,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1381293542323950819,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1381886021779008557,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1381922346679984275,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1381948731851437962,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1382410219926953498,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1383076781215487147,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1383363753309476793,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1383401231019030901,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1383468308930204503,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1384767408800421659,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1385383293735878369,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1386776872850768075,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1386807861652971742,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1387074660073961277,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1388402353408552434,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1388539131419178594,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1389160634766342070,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1389725769675501887,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1390393554857607957,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1390505507307596198,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1391946868810911555,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1392861282691013265,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1394242085134050357,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1394314920612263259,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1394830085707253665,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1395494607110530451,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1395630442417806270,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1395666032750265404,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1397088606012575999,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1397150174261943003,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1397940903851021991,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1398312589400654299,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1398642854193641434,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1398644163045453711,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1398650778326026421,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1398658214598116837,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1398668251293133877,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1399107146542238336,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1399412419472559596,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1399868633680400142,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1400167743690282454,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1400770269866188707,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1401282660981553945,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1404287778651972135,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1404392523564366524,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1404523084821430116,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1404973030410225925,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1405580952002890361,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1405580952928891695,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1405682312693956550,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1405927930993711179,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1406342184177956271,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1406362665345171710,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1406390954230333663,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1406468676746273013,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1409553567967724228,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1410056650417275381,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1410681889648233992,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1410695027850019365,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1410702780534537097,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
